한자표기,읽기(히라가나),품사,JLPT레벨
"活躍","かつやく","名詞","N2"
"活用","かつよう","名詞","N2"
"活力","かつりょく","名詞","N2"
"渇く","かわく","動詞","N2"
"叶う","かなう","動詞","N2"
"株","かぶ","名詞","N2"
"釜","かま","名詞","N2"
"刈る","かる","動詞","N2"
"瓦","かわら","名詞","N2"
"乾燥","かんそう","名詞","N2"
"乾電池","かんでんち","名詞","N2"
"冠","かんむり","名詞","N2"
"寒帯","かんたい","名詞","N2"
"刊","かん","名詞","N2"
"勘違い","かんちがい","名詞","N2"
"巻","かん","名詞","N2"
"堪える·怺える","こらえる","名詞","N2"
"堪らない","たまらない","動詞","N2"
"官庁","かんちょう","名詞","N2"
"感","かん","名詞","N2"
"感ずる","かんずる","動詞","N2"
"感激","かんげき","名詞","N2"
"換気","かんき","名詞","N2"
"歓迎","かんげい","名詞","N2"
"漢和","かんわ","名詞","N2"
"甘やかす","あまやかす","動詞","N2"
"監視","かんし","名詞","N2"
"監督","かんとく","名詞","N2"
"看板","かんばん","名詞","N2"
"看病","かんびょう","名詞","N2"
"管","くだ","名詞","N2"
"管理","かんり","名詞","N2"
"缶詰め","かんづめ","名詞","N2"
"観客","かんきゃく","名詞","N2"
"観察","かんさつ","名詞","N2"
"観測","かんそく","名詞","N2"
"観念","かんねん","名詞","N2"
"鑑賞","かんしょう","名詞","N2"
"間も無く","まもなく","名詞","N2"
"関する","かんする","動詞","N2"
"関西","かんさい","名詞","N2"
"関東","かんとう","名詞","N2"
"関連","かんれん","名詞","N2"
"館","かん","名詞","N2"
"丸で","まるで","名詞","N2"
"含む","ふくむ","動詞","N2"
"含める","ふくめる","動詞","N2"
"岸","きし","名詞","N2"
"癌","がん","名詞","N2"
"顔付き","かおつき","名詞","N2"
"企業","きぎょう","名詞","N2"
"危うい","あやうい","形容詞","N2"
"危機","きき","名詞","N2"
"器","き","名詞","N2"
"器具","きぐ","名詞","N2"
"器用","きよう","名詞","N2"
"基","もと","名詞","N2"
"基づく","もとづく","動詞","N2"
"基準","きじゅん","名詞","N2"
"基礎","きそ","名詞","N2"
"基地","きち","名詞","N2"
"基盤","きばん","名詞","N2"
"基本","きほん","名詞","N2"
"奇妙","きみょう","名詞","N2"
"寄せる","よせる","動詞","N2"
"寄付·寄附","きふ","名詞","N2"
"希","まれ","名詞","N2"
"幾分","いくぶん","副詞","N2"
"旗","はた","名詞","N2"
"期","き","名詞","N2"
"期限","きげん","名詞","N2"
"機","き","名詞","N2"
"機関","きかん","名詞","N2"
"機関車","きかんしゃ","名詞","N2"
"機嫌","きげん","名詞","N2"
"機能","きのう","名詞","N2"
"帰す","かえす","動詞","N2"
"気の毒","きのどく","名詞","N2"
"気圧","きあつ","名詞","N2"
"気候","きこう","名詞","N2"
"気配","けはい","名詞","N2"
"気味","きみ","名詞","N2"
"規準","きじゅん","名詞","N2"
"規制","きせい","名詞","N2"
"規模","きぼ","名詞","N2"
"規律·紀律","きりつ","名詞","N2"
"記憶","きおく","名詞","N2"
"記号","きごう","名詞","N2"
"貴重","きちょう","名詞","N2"
"起床","きしょう","名詞","N2"
"飢える","うえる","動詞","N2"
"飢饉·饑饉","ききん","名詞","N2"
"鬼","おに","名詞","N2"
"儀式","ぎしき","名詞","N2"
"宜しく","よろしく","副詞","N2"
"技師","ぎし","名詞","N2"
"疑う","うたがう","動詞","N2"
"義務","ぎむ","名詞","N2"
"議員","ぎいん","名詞","N2"
"議会","ぎかい","名詞","N2"
"議長","ぎちょう","名詞","N2"
"議論","ぎろん","名詞","N2"
"詰まり","つまり","名詞","N2"
"詰まる","つまる","動詞","N2"
"詰める","つめる","動詞","N2"
"客間","きゃくま","名詞","N2"
"客席","きゃくせき","名詞","N2"
"逆さ","さかさ","名詞","N2"
"逆らう","さからう","動詞","N2"
"逆様","さかさま","名詞","N2"
"丘","おか","名詞","N2"
"休講","きゅうこう","名詞","N2"
"休息","きゅうそく","名詞","N2"
"及ぼす","およぼす","動詞","N2"
"吸収","きゅうしゅう","名詞","N2"
"急激","きゅうげき","名詞","N2"
"救う","すくう","動詞","N2"
"救助","きゅうじょ","名詞","N2"
"求める","もとめる","動詞","N2"
"汲む","くむ","動詞","N2"
"球","きゅう","名詞","N2"
"級","きゅう","名詞","N2"
"旧","きゅう","接頭詞","N2"
"巨大","きょだい","名詞","N2"
"鋸","のこぎり","名詞","N2"
"漁業","ぎょぎょう","名詞","N2"
"漁師","りょうし","名詞","N2"
"供給","きょうきゅう","名詞","N2"
"競技","きょうぎ","名詞","N2"
"競馬","けいば","名詞","N2"
"共に","ともに","副詞","N2"
"共産","きょうさん","名詞","N2"
"共同","きょうどう","名詞","N2"
"協調","きょうちょう","名詞","N2"
"境","さかい","名詞","N2"
"境界","きょうかい","名詞","N2"
"強引","ごういん","名詞","N2"
"強気","つよき","名詞","N2"
"強盗","ごうとう","名詞","N2"
"強力","きょうりょく","名詞","N2"
"恐らく","おそらく","副詞","N2"
"恐れ","おそれ","名詞","N2"
"恐れる","おそれる","動詞","N2"
"恐縮","きょうしゅく","名詞","N2"
"恐怖","きょうふ","名詞","N2"
"挟まる","はさまる","動詞","N2"
"挟む","はさむ","動詞","N2"
"教養","きょうよう","名詞","N2"
"狂う","くるう","動詞","N2"
"脅かす","おどかす","動詞","N2"
"響き","ひびき","名詞","N2"
"響く","ひびく","動詞","N2"
"業","ぎょう","名詞","N2"
"局","きょく","名詞","N2"
"曲線","きょくせん","名詞","N2"
"極","ごく","副詞","N2"
"玉","たま","名詞","N2"
"僅か","わずか","副詞","N2"
"勤め","つとめ","名詞","N2"
"琴","こと","名詞","N2"
"禁じる","きんじる","動詞","N2"
"筋","すじ","名詞","N2"
"筋肉","きんにく","名詞","N2"
"緊張","きんちょう","名詞","N2"
"近寄る","ちかよる","動詞","N2"
"近近","ちかぢか","副詞","N2"
"近頃","ちかごろ","名詞","N2"
"近代","きんだい","名詞","N2"
"金額","きんがく","名詞","N2"
"金庫","きんこ","名詞","N2"
"金銭","きんせん","名詞","N2"
"金属","きんぞく","名詞","N2"
"金融","きんゆう","名詞","N2"
"金曜","きんよう","名詞","N2"
"銀","ぎん","名詞","N2"
"句","く","名詞","N2"
"句読点","くとうてん","名詞","N2"
"区切る","くぎる","動詞","N2"
"区分","くぶん","名詞","N2"
"苦手","にがて","名詞","N2"
"苦情","くじょう","名詞","N2"
"苦心","くしん","名詞","N2"
"苦痛","くつう","名詞","N2"
"具体","ぐたい","名詞","N2"
"空き","あき","名詞","N2"
"空想","くうそう","名詞","N2"
"空中","くうちゅう","名詞","N2"
"偶·適","たま","名詞","N2"
"偶数","ぐうすう","名詞","N2"
"偶然","ぐうぜん","名詞","N2"
"櫛","くし","名詞","N2"
"屑","くず","名詞","N2"
"掘る","ほる","動詞","N2"
"薫り·香り","かおり","名詞","N2"
"訓","くん","名詞","N2"
"訓練","くんれん","名詞","N2"
"群れ","むれ","名詞","N2"
"軍","ぐん","名詞","N2"
"軍隊","ぐんたい","名詞","N2"
"係わる","かかわる","動詞","N2"
"傾く","かたむく","動詞","N2"
"傾向","けいこう","名詞","N2"
"刑事","けいじ","名詞","N2"
"型","かた","名詞","N2"
"契る","ちぎる","動詞","N2"
"契機","けいき","名詞","N2"
"形式","けいしき","名詞","N2"
"形容詞","けいようし","名詞","N2"
"形容動詞","けいようどうし","名詞","N2"
"恵まれる","めぐまれる","動詞","N2"
"掲示","けいじ","名詞","N2"
"敬う","うやまう","動詞","N2"
"敬意","けいい","名詞","N2"
"敬語","けいご","名詞","N2"
"景気","けいき","名詞","N2"
"稽古","けいこ","名詞","N2"
"経つ","たつ","動詞","N2"
"経度","けいど","名詞","N2"
"経由","けいゆ","名詞","N2"
"継続","けいぞく","名詞","N2"
"蛍光灯","けいこうとう","名詞","N2"
"計","けい","名詞","N2"
"計る","はかる","動詞","N2"
"警告","けいこく","名詞","N2"
"警備","けいび","名詞","N2"
"芸能","げいのう","名詞","N2"
"劇","げき","名詞","N2"
"劇場","げきじょう","名詞","N2"
"撃つ","うつ","動詞","N2"
"激増","げきぞう","名詞","N2"
"桁","けた","名詞","N2"
"傑作","けっさく","名詞","N2"
"欠ける","かける","動詞","N2"
"欠陥","けっかん","名詞","N2"
"穴","あな","名詞","N2"
"血圧","けつあつ","名詞","N2"
"月給","げっきゅう","名詞","N2"
"月末","げつまつ","名詞","N2"
"月曜","げつよう","名詞","N2"
"兼ねる","かねる","動詞","N2"
"券","けん","名詞","N2"
"嫌う","きらう","動詞","N2"
"建築","けんちく","名詞","N2"
"憲法","けんぽう","名詞","N2"
"懸命","けんめい","名詞","N2"
"検討","けんとう","名詞","N2"
"権","けん","名詞","N2"
"権利","けんり","名詞","N2"
"献立","こんだて","名詞","N2"
"研修","けんしゅう","名詞","N2"
"県","けん","名詞","N2"
"県庁","けんちょう","名詞","N2"
"見解","けんかい","名詞","N2"
"見学","けんがく","名詞","N2"
"見掛け","みかけ","名詞","N2"
"見慣れる","みなれる","動詞","N2"
"見詰める","みつめる","動詞","N2"
"見事","みごと","名詞","N2"
"見当","けんとう","名詞","N2"
"見本","みほん","名詞","N2"
"謙虚","けんきょ","名詞","N2"
"謙遜","けんそん","名詞","N2"
"賢明","けんめい","名詞","N2"
"軒","のき","名詞","N2"
"遣っ付ける","やっつける","動詞","N2"
"顕微鏡","けんびきょう","名詞","N2"
"元","もと","接頭詞","N2"
"元元·本本","もともと","名詞","N2"
"元日","がんじつ","名詞","N2"
"原","はら","名詞","N2"
"原稿","げんこう","名詞","N2"
"原産","げんさん","名詞","N2"
"原始","げんし","名詞","N2"
"原油","げんゆ","名詞","N2"
"原理","げんり","名詞","N2"
"原料","げんりょう","名詞","N2"
"厳重","げんじゅう","名詞","N2"
"現に","げんに","副詞","N2"
"現わす","あらわす","動詞","N2"
"現われ","あらわれ","動詞","N2"
"現象","げんしょう","名詞","N2"
"現場","げんば","名詞","N2"
"現状","げんじょう","名詞","N2"
"言いつける","いいつける","動詞","N2"
"言わば","いわば","副詞","N2"
"言付ける","ことづける","動詞","N2"
"言葉遣い","ことばづかい","名詞","N2"
"諺","ことわざ","名詞","N2"
"限り","かぎり","名詞","N2"
"限る","かぎる","動詞","N2"
"個体","こたい","名詞","N2"
"古典","こてん","名詞","N2"
"呼び掛ける","よびかける","動詞","N2"
"呼吸","こきゅう","名詞","N2"
"固まり","かたまり","名詞","N2"
"固まる","かたまる","動詞","N2"
"戸棚","とだな","名詞","N2"
"糊","のり","名詞","N2"
"胡椒","こしょう","名詞","N2"
"誇り","ほこり","名詞","N2"
"跨ぐ","またぐ","動詞","N2"
"雇う","やとう","動詞","N2"
"五十音","ごじゅうおん","名詞","N2"
"互い","たがい","名詞","N2"
"娯楽","ごらく","名詞","N2"
"後者","こうしゃ","名詞","N2"
"御苦労様","ごくろうさま","名詞","N2"
"御辞儀","おじぎ","名詞","N2"
"御数·御菜","おかず","名詞","N2"
"御馳走様","ごちそうさま","感動詞","N2"
"御中","おんちゅう","名詞","N2"
"御無沙汰","ごぶさた","名詞","N2"
"御免","ごめん","名詞","N2"
"御目出度い","おめでたい","形容詞","N2"
"御目出度う","おめでとう","形容詞","N2"
"御覧","ごらん","名詞","N2"
"碁","ご","名詞","N2"
"語る","かたる","動詞","N2"
"語句","ごく","名詞","N2"
"誤り","あやまり","名詞","N2"
"交ぜる","まぜる","動詞","N2"
"交換","こうかん","名詞","N2"
"交差","こうさ","名詞","N2"
"交代","こうたい","名詞","N2"
"交通機関","こうつうきかん","名詞","N2"
"交流","こうりゅう","名詞","N2"
"候補","こうほ","名詞","N2"
"光景","こうけい","名詞","N2"
"光線","こうせん","名詞","N2"
"公害","こうがい","名詞","N2"
"公共","こうきょう","名詞","N2"
"公式","こうしき","名詞","N2"
"公衆","こうしゅう","名詞","N2"
"公正","こうせい","名詞","N2"
"公表","こうひょう","名詞","N2"
"公平","こうへい","名詞","N2"
"公務","こうむ","名詞","N2"
"功績","こうせき","名詞","N2"
"厚かましい","あつかましい","形容詞","N2"
"口実","こうじつ","名詞","N2"
"向かう","むかう","動詞","N2"
"向ける","むける","動詞","N2"
"向上","こうじょう","名詞","N2"
"好き好き","すきずき","名詞","N2"
"工員","こういん","名詞","N2"
"工芸","こうげい","名詞","N2"
"工夫·功夫","くふう","名詞","N2"
"幸い","さいわい","副詞","N2"
"広める","ひろめる","動詞","N2"
"広広","ひろびろ","名詞","N2"
"広場","ひろば","名詞","N2"
"慌ただしい","あわただしい","形容詞","N2"
"攻める","せめる","動詞","N2"
"攻撃","こうげき","名詞","N2"
"更ける","ふける","動詞","N2"
"更に","さらに","副詞","N2"
"校","こう","名詞","N2"
"校舎","こうしゃ","名詞","N2"
"構う","かまう","動詞","N2"
"構成","こうせい","名詞","N2"
"構造","こうぞう","名詞","N2"
"硬い","かたい","形容詞","N2"
"硬貨","こうか","名詞","N2"
"絞る","しぼる","動詞","N2"
"綱","つな","名詞","N2"
"耕す","たがやす","動詞","N2"
"耕作","こうさく","名詞","N2"
"耕地","こうち","名詞","N2"
"考慮","こうりょ","名詞","N2"
"肯定","こうてい","名詞","N2"
"航空","こうくう","名詞","N2"
"荒い","あらい","形容詞","N2"
"荒れる","あれる","動詞","N2"
"行儀","ぎょうぎ","名詞","N2"
"行方","ゆくえ","名詞","N2"
"行列","ぎょうれつ","名詞","N2"
"講演","こうえん","名詞","N2"
"講師","こうし","名詞","N2"
"貢献","こうけん","名詞","N2"
"鉱物","こうぶつ","名詞","N2"
"項目","こうもく","名詞","N2"
"香水","こうすい","名詞","N2"
"高価","こうか","名詞","N2"
"高層","こうそう","名詞","N2"
"高速","こうそく","名詞","N2"
"高度","こうど","名詞","N2"
"高等","こうとう","名詞","N2"
"号","ごう","名詞","N2"
"合計","ごうけい","名詞","N2"
"合図","あいず","名詞","N2"
"合理","ごうり","名詞","N2"
"豪華","ごうか","名詞","N2"
"克服","こくふく","名詞","N2"
"国王","こくおう","名詞","N2"
"国家","こっか","名詞","N2"
"国境","こっきょう","名詞","N2"
"国籍","こくせき","名詞","N2"
"穀物","こくもつ","名詞","N2"
"黒","くろ","名詞","N2"
"黒字","くろじ","名詞","N2"
"腰掛け","こしかけ","名詞","N2"
"腰掛ける","こしかける","動詞","N2"
"忽ち","たちまち","副詞","N2"
"骨折","こっせつ","名詞","N2"
"込める","こめる","動詞","N2"
"此間","こないだ","名詞","N2"
"此等","これら","名詞","N2"
"頃","ころ","名詞","N2"
"今に","いまに","副詞","N2"
"困難","こんなん","名詞","N2"
"婚約","こんやく","名詞","N2"
"恨み","うらみ","名詞","N2"
"恨む","うらむ","動詞","N2"
"根","ね","名詞","N2"
"混じる","まじる","動詞","N2"
"混合","こんごう","名詞","N2"
