어휘,품사,레벨
입증,명사,6급
잇달다,동사,6급
자가,명사,6급
자각,명사,6급
자갈,명사,6급
자그마하다,형용사,6급
자급자족,명사,6급
자율적01∙ 자율적02,관형사∙ 명사,6급
자립,명사,6급
자만,명사,6급
자문02,명사,6급
전략적01∙ 전략적02,관형사∙ 명사,6급
자백,명사,6급
자본주의,명사,6급
자산,명사,6급
자수01,명사,6급
자수성가,명사,6급
자신만만하다,형용사,6급
자아,명사,6급
자아실현00,명사,6급
자유분방,명사,6급
자유자재,명사,6급
자율,명사,6급
전면적01∙ 전면적02,관형사∙ 명사,6급
자장가,명사,6급
자재,명사,6급
자질,명사,6급
자초지종,명사,6급
자취,명사,6급
자칫,부사,6급
자칫하다,동사,6급
자태,명사,6급
작정,명사,6급
잘다,형용사,6급
잠잠하다,형용사,6급
잠재력,명사,6급
잡다하다,형용사,6급
장거리,명사,6급
장담,명사,6급
장려,명사,6급
장본인,명사,6급
장신구,명사,6급
장악,명사,6급
장유유서00,명사,6급
장인00,명사,6급
장차,부사,6급
재기02,명사,6급
재롱,명사,6급
재무,명사,6급
재배02,명사,6급
재앙,명사,6급
재원02,명사,6급
재정,명사,6급
재직,명사,6급
재치,명사,6급
재테크,명사,6급
재현,동사,6급
재활,명사,6급
잽싸다,형용사,6급
쟁점,명사,6급
저버리다,동사,6급
저서,명사,6급
저소득,명사,6급
저승,명사,6급
저작권,명사,6급
저조,명사,6급
저항,명사,6급
저해,명사,6급
적대,명사,6급
적도,명사,6급
적발,명사,6급
적응력,명사,6급
적잖다,형용사,6급
적정,명사,6급
-전04,접사,6급
전기00,명사,6급
전기03,명사,6급
전념,명사,6급
전담02,명사,6급
전동,명사,6급
전래,명사,6급
전반적01∙ 전반적02,관형사∙ 명사,6급
전력01,명사,6급
전망대,명사,6급
전면01,명사,6급
점진적01∙ 점진적02,관형사∙ 명사,6급
전무후무,명사,6급
전문01,명사,6급
전반00,명사,6급
전반부,명사,6급
정열적01∙ 정열적02,관형사∙ 명사,6급
전성기,명사,6급
전셋값,명사,6급
전신01,명사,6급
전업01,명사,6급
전역01,명사,6급
전유물,명사,6급
전율,명사,6급
전직01,명사,6급
전투,명사,6급
전파01,명사,6급
전형01,명사,6급
전화위복,명사,6급
전환기,명사,6급
절감,명사,6급
절도02,명사,6급
절로01,부사,6급
절실하다,형용사,6급
절전00,명사,6급
절제02,명사,6급
절친하다,형용사,6급
점01,명사,6급
점령,명사,6급
점유율,명사,6급
정적02∙정적03,관형사∙ 명사,6급
점포,명사,6급
접대,명사,6급
접전,명사,6급
접종,명사,6급
정감,명사,6급
정계,명사,6급
정교하다,형용사,6급
정권,명사,6급
정규,명사,6급
정년,명사,6급
정당하다,형용사,6급
정밀,명사,6급
정복,명사,6급
정비,명사,6급
정사각형,명사,6급
정상화,명사,6급
정책적01∙ 정책적02,관형사∙ 명사,6급
정세02,동사,6급
정신력,명사,6급
정연하다,형용사,6급
정열,명사,6급
제도적01∙ 제도적02,관형사∙ 명사,6급
조직적01∙ 조직적02,관형사∙ 명사,6급
정적04,명사,6급
정점,명사,6급
정정당당하 다,형용사,6급
종합적01∙ 종합적02,관형사∙ 명사,6급
정체01,명사,6급
정체기,명사,6급
정체성,명사,6급
정통,명사,6급
정화01,명사,6급
젖히다01,동사,6급
제각기01/ 제각기02,명사/부사,6급
중점적01∙ 중점적02,관형사∙ 명사,6급
제의,명사,6급
제재01,명사,6급
제정,명사,6급
제치다,동사,6급
제패,명사,6급
조급하다,형용사,6급
조립,명사,6급
조마조마,부사,6급
조만간,부사,6급
조문02,명사,6급
조문객,명사,6급
조부모,명사,6급
조선업,명사,6급
조성,명사,6급
조세,명사,6급
조심조심,부사,6급
조연,명사,6급
조의,명사,6급
조작02,명사,6급
조장01,명사,6급
조정00,명사,6급
조정01,명사,6급
조종,명사,6급
지리적01∙ 지리적02,관형사∙ 명사,6급
조짐,명사,6급
조치,명사,6급
조형미,명사,6급
조화롭다,형용사,6급
-족,접사,6급
족하다,형용사,6급
존엄성,명사,6급
졸지00,명사,6급
종결,명사,6급
종사00,명사,6급
종사자,명사,6급
종전01,명사,6급
지배적01∙ 지배적02,관형사∙ 명사,6급
좌뇌00,명사,6급
좌담회,명사,6급
좌파,명사,6급
죄송스럽다,형용사,6급
죄인,명사,6급
주권,명사,6급
주력,명사,6급
주범,명사,6급
주생활,명사,6급
주선,명사,6급
주역,명사,6급
주전,명사,6급
주체02,명사,6급
주최,명사,6급
준수,명사,6급
중공업,명사,6급
중대02,명사,6급
중도01,명사,6급
중력,명사,6급
중립,명사,6급
중병00,명사,6급
중산층,명사,6급
중소,명사,6급
중점,명사,6급
지적01∙지적02,관형사∙ 명사,6급
중증,명사,6급
즐비하다,형용사,6급
즙,명사,6급
증가세,명사,6급
증대,명사,6급
증발,명사,6급
증원,명사,6급
증정,명사,6급
증진,명사,6급
증후군,명사,6급
지구력,명사,6급
지그시,부사,6급
지극하다,형용사,6급
지껄이다,동사,6급
지대,명사,6급
지독하다,형용사,6급
지름,명사,6급
진보적01∙ 진보적02,관형사∙ 명사,6급
지망,명사,6급
지문01,명사,6급
지문02,명사,6급
지배,명사,6급
진취적01∙ 진취적02,관형사∙ 명사,6급
지성02,명사,6급
지원금,명사,6급
지인,명사,6급
천부적01∙ 천부적02,관형사∙ 명사,6급
지지율,명사,6급
지침,명사,6급
지향01,명사,6급
지휘,명사,6급
직거래,명사,6급
직관,명사,6급
직면00,명사,6급
직무,명사,6급
직사각형,명사,6급
직속,명사,6급
-진,접사,6급
진보,명사,6급
초월적00,관형사∙ 명사,6급
진상01,명사,6급
진열,명사,6급
진작01,부사,6급
진전,명사,6급
진정01,부사,6급
진정03,명사,6급
총체적01∙ 총체적02,관형사∙ 명사,6급
진풍경,명사,6급
진흥,명사,6급
질량,명사,6급
질의,명사,6급
짊어지다,동사,6급
-집03,접사,6급
집사람,명사,6급
집필,명사,6급
집회,명사,6급
짓궂다,형용사,6급
짓밟다,동사,6급
징역,명사,6급
징크스,명사,6급
짜임새,명사,6급
짤막하다,형용사,6급
째려보다,동사,6급
쩔쩔매다,동사,6급
쪼그리다,동사,6급
쭈그리다,동사,6급
찌들다,동사,6급
찌뿌드드하다,형용사,6급
찔리다,동사,6급
찧다,동사,6급
차곡차곡,부사,6급
차관01,명사,6급
차일피일,부사,6급
차질,명사,6급
착륙,명사,6급
착실하다,형용사,6급
착오,명사,6급
찬란하다,형용사,6급
찬반,명사,6급
찬사,명사,6급
찬송가,명사,6급
참견,명사,6급
참배,명사,6급
창백하다,형용사,6급
창의성,명사,6급
창작품,명사,6급
창출,명사,6급
채05,부사,6급
채다03,동사,6급
처가,명사,6급
처량하다,형용사,6급
처마,명사,6급
처지,명사,6급
처지다,동사,6급
처참하다,형용사,6급
척추,명사,6급
천막,명사,6급
천만다행,명사,6급
추상적01∙ 추상적02,관형사∙ 명사,6급
천지,명사,6급
천하다,형용사,6급
철강,명사,6급
철거,명사,6급
철새,명사,6급
철수,명사,6급
첨단,명사,6급
첨예하다,형용사,6급
청중,명사,6급
체내,명사,6급
체벌,명사,6급
체제,명사,6급
체포,명사,6급
초가집,명사,6급
초능력,명사,6급
초래,명사,6급
초월,명사,6급
치명적01∙ 치명적02,관형사∙ 명사,6급
초창기,명사,6급
촉각02,명사,6급
촉진,명사,6급
촉촉하다,형용사,6급
총액,명사,6급
특징적01∙ 특징적02,관형사∙ 명사,6급
최고령,명사,6급
최고조,명사,6급
최악,명사,6급
최연소,명사,6급
최적,명사,6급
최첨단,명사,6급
최후,명사,6급
추격,명사,6급
추리다,동사,6급
추모,명사,6급
파격적01∙ 파격적02,관형사∙ 명사,6급
추이,명사,6급
추적,명사,6급
추정,명사,6급
축축하다,형용사,6급
출동,명사,6급
출마,명사,6급
출범,명사,6급
출세,명사,6급
출제,명사,6급
출품,명사,6급
출혈,명사,6급
충실01,명사,6급
충실히02,부사,6급
취약,명사,6급
취임,명사,6급
취지,명사,6급
취학,명사,6급
측정,명사,6급
-치,접사,6급
치닫다,동사,6급
치매,명사,6급
편파적01∙ 편파적02,관형사∙ 명사,6급
치밀다,동사,6급
치솟다,동사,6급
치안,명사,6급
치열하다,형용사,6급
치욕,명사,6급
치우치다,동사,6급
치유,명사,6급
치중,명사,6급
치켜들다,동사,6급
친교,명사,6급
친숙하다,형용사,6급
친화,명사,6급
친화력,명사,6급
칠전팔기,명사,6급
침범,명사,6급
침입,명사,6급
침체기00,명사,6급
칭하다,동사,6급
캐다,동사,6급
캐묻다,동사,6급
캠프,명사,6급
컨디션,명사,6급
코치,명사,6급
콧날,명사,6급
쾌감,명사,6급
쾌락,명사,6급
큰소리치다,동사,6급
타격,명사,6급
타당성,명사,6급
타당하다,형용사,6급
타산지석,명사,6급
타이르다,동사,6급
타협,명사,6급
탁,부사,6급
탁월하다,형용사,6급
탄력,명사,6급
탄성02,명사,6급
탄식,명사,6급
탄압,명사,6급
탄탄하다01,형용사,6급
탄탄히00,부사,6급
탈-,접사,6급
탐구,명사,6급
태교,명사,6급
터득,명사,6급
터무니없다,형용사,6급
터전,명사,6급
터트리다,동사,6급
턱없이,부사,6급
털썩,부사,6급
털어놓다,동사,6급
테두리,명사,6급
톡톡,부사,6급
톡톡히,부사,6급
통념,명사,6급
통보,명사,6급
통상01,명사,6급
통속,명사,6급
통용,명사,6급
통째,명사,6급
통치,명사,6급
통쾌하다,형용사,6급
통틀다,동사,6급
통풍,명사,6급
퇴임,명사,6급
퇴진,명사,6급
투기01,명사,6급
투박하다,형용사,6급
투병,명사,6급
투입,명사,6급
투쟁,명사,6급
투정,명사,6급
투철하다,형용사,6급
트다01,동사,6급
트다02,동사,6급
트림,명사,6급
트집,명사,6급
특권,명사,6급
특수성,명사,6급
특질,명사,6급
특집,명사,6급
평화적01∙ 평화적02,관형사∙ 명사,6급
특허,명사,6급
특혜,명사,6급
튼튼히,부사,6급
틀,명사,6급
틀어막다,동사,6급
틀어박히다,동사,6급
틈새,명사,6급
티격태격하다,동사,6급
티끌,명사,6급
폐쇄적01∙ 폐쇄적02,관형사∙ 명사,6급
파견,명사,6급
파급,명사,6급
파내다,동사,6급
파란만장,명사,6급
파멸,명사,6급
파문,명사,6급
파업,명사,6급
파이프,명사,6급
파장01,명사,6급
파헤치다,동사,6급
판결,명사,6급
판명,명사,6급
판이하다,형용사,6급
판정,명사,6급
판촉,명사,6급
팔방미인,명사,6급
팔자,명사,6급
패04,명사,6급
패기,명사,6급
패배,명사,6급
패자,명사,6급
패턴,명사,6급
팽개치다,동사,6급
팽창,명사,6급
팽팽하다,형용사,6급
퍼붓다,동사,6급
펄쩍,부사,6급
펄펄,부사,6급
펭귄,명사,6급
편들다,동사,6급
편입,명사,6급
표면적01∙ 표면적02,관형사∙ 명사,6급
평론,명사,6급
평면,명사,6급
평야,명사,6급
평온,명사,6급
평이하다,형용사,6급
평평하다,형용사,6급
필연적01∙ 필연적02,관형사∙ 명사,6급
폐기물,명사,6급
폐렴,명사,6급
폐막식,명사,6급
폐쇄,명사,6급
학문적01∙ 학문적02,관형사∙ 명사,6급
폐장,명사,6급
폐해,명사,6급
폐허,명사,6급
폐활량,명사,6급
포부,명사,6급
포용,명사,6급
폭격,명사,6급
폭등,명사,6급
폭락,명사,6급
폭로,명사,6급
폭염,명사,6급
폭파,명사,6급
폭풍,명사,6급
폭행,명사,6급
표류,명사,6급
합법적01∙ 합법적02,관형사∙ 명사,6급
표명,명사,6급
표방,명사,6급
표본,명사,6급
표어,명사,6급
표적,명사,6급
푸근하다,형용사,6급
푸념,명사,6급
푸대접,명사,6급
풀03,명사,6급
풀어내다,동사,6급
풀어놓다,동사,6급
품격,명사,6급
품위,명사,6급
품종,명사,6급
품행,명사,6급
풋풋하다,형용사,6급
풍자,명사,6급
풍조,명사,6급
풍족하다,형용사,6급
풍토,명사,6급
피고,명사,6급
피고인,명사,6급
피력,명사,6급
피살,명사,6급
피차,명사,6급
해학적01∙ 해학적02,관형사∙ 명사,6급
필자,명사,6급
핏줄,명사,6급
하나같이,부사,6급
하락세,명사,6급
하루빨리,부사,6급
하류,명사,6급
하물며,부사,6급
하반신,명사,6급
하소연,명사,6급
하염없이,부사,6급
하위,명사,6급
하인,명사,6급
하천,명사,6급
학계,명사,6급
학대,명사,6급
핵심적01∙ 핵심적02,관형사∙ 명사,6급
학살,명사,6급
학술,명사,6급
학식,명사,6급
한갓,부사,6급
한결같다,형용사,6급
한결같이,부사,6급
한과,명사,6급
한껏,부사,6급
한낱,부사,6급
한도,명사,6급
한몫,명사,6급
한바탕01/ 한바탕02,명사/부사,6급
한사코,부사,6급
한심하다,형용사,6급
한정하다,동사,6급
한탄,명사,6급
한탕,명사,6급
한파,명사,6급
한하다,동사,6급
할퀴다,동사,6급
함성,명사,6급
함축,명사,6급
함흥차사,명사,6급
합당하다01,형용사,6급
합동,명사,6급
합류,명사,6급
헌신적01∙ 헌신적02,관형사∙ 명사,6급
합성,명사,6급
항문,명사,6급
항생제,명사,6급
항아리,명사,6급
항암,명사,6급
해독02,명사,6급
해독03,명사,6급
해박하다,형용사,6급
해발,명사,6급
해석00,명사,6급
해약,명사,6급
해일,명사,6급
해제,명사,6급
해직,명사,6급
해체02,명사,6급
혁신적01∙ 혁신적02,관형사∙ 명사,6급
핵가족화00,명사,6급
호의적01∙ 호의적02,관형사∙ 명사,6급
햅쌀,명사,6급
행렬,명사,6급
행방,명사,6급
